pickup_street,pickup_street2,pickup_city,pickup_state,pickup_zipcode,order_id,dropoff_street,dropoff_street2,dropoff_city,dropoff_state,dropoff_zipcode,dropoff_earliest_datetime,dropoff_latest_datetime,customer_name,customer_email,customer_phone_number,dropoff_notes,delivery_items,signature_required,delivery_proof_photo_required,sms_enabled,workload
2721 Teagarden St,,San Leandro,CA,94577,6be8002b-ac12-4192-a8b9-747354e010f2,7061 Tall Spruce Dr,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Place box upright,1d5zszdy,0,1,1,1.4000000000000000
2721 Teagarden St,,San Leandro,CA,94577,f8d8fd99-7ca3-4b45-a85e-89a8e366882f,7030 Whitehall St,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave on front porch. Place box upright,5mljdxu4,0,1,1,1.4000000000000000
2721 Teagarden St,,San Leandro,CA,94577,17ac5257-2e39-44a1-abaf-2123e701e88c,4671 Cascade Cir,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Place box upright,0y528onw,0,1,1,1.0
2721 Teagarden St,,San Leandro,CA,94577,5e54c991-de0b-4a9e-9efd-9895cb58f97e,4611 Caravelle Dr,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,any day of the week is fine.  Place box upright,lzrz464q,0,1,1,1.8
2721 Teagarden St,,San Leandro,CA,94577,069b252c-eff7-4bbb-a912-f5b6cfe614fb,4533 Caravelle Dr,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Place box upright,xb5fbz3n,0,1,1,1.4000000000000000
2721 Teagarden St,,San Leandro,CA,94577,148649a6-900c-4ade-b605-c5386ba0603f,4039 Caravelle Dr,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,You can leave at the door.   Place box upright,ha2j95ax,0,1,1,1.4000000000000000
2721 Teagarden St,,San Leandro,CA,94577,2c36fcda-1e91-465b-a00c-946f760ae6fc,7124 Jill Pl,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Place box upright,529a2c2m,0,1,1,1.4000000000000000
2721 Teagarden St,,San Leandro,CA,94577,2cb234d7-8a36-40b2-bb32-42d0d9befbeb,7133 Jill Pl,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at Back gate - side of main house Place box upright,i812j8j9,0,1,1,1.1
2721 Teagarden St,,San Leandro,CA,94577,44bdaf97-afc9-45fa-9300-b8ea55d6983b,7221 Thiel Cir,,Anchorage,AK,99502,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,null Place box upright,lncnr5em,0,1,1,1.6
2721 Teagarden St,,San Leandro,CA,94577,4d61a80d-6b3b-4b45-a62d-8daeb0df7d26,133 E 4th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,20250604800611630660,,0,1,0,
2721 Teagarden St,,San Leandro,CA,94577,0028ad76-e00a-4c2a-9217-78df32577b8e,132 W 8th Ave,Spc 20,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,fbdcd413-cca7-472b-b4be-24125a525c67,565 W 8th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,71ea1bfd-4269-4926-a7b5-e4236c116dfe,630 W 8th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
2721 Teagarden St,,San Leandro,CA,94577,161ce29f-7ea7-4dd8-8e1b-5f9d5c56e09f,629 W 9th Ave,,Anchorage,AK,99501,8/5/2025 7:00:00 AM,8/5/25 9:00:00 PM,QATEST,HueCT@axlehire.com,123239033,Leave at front door,,0,1,1,
